click_id,id,timestamp,type,campaign,banner,content_unit,network,browser,operating_system,country,state,city
11936,"7,02766344813609E+018",1636255404,DYNAMIC,4847894,14924393,4591165,3509,0,14,1,9,1020155
11937,"7,02766349964785E+018",1636255416,CLICK_COMMAND,4659897,14536403,4677664,3506,0,12,1,10,1769
11938,"7,02766351253969E+018",1636255419,DYNAMIC,4834347,14874791,4698218,3506,8,5,1,10,207057
11939,"7,02766352109857E+018",1636255421,DYNAMIC,4796403,14759784,4692019,3652,11,12,1,10,1753
11940,"7,02766354686804E+018",1636255427,DYNAMIC,4731722,14578827,4386889,241,8,14,1,2,94346
11941,"7,02766357693268E+018",1636255434,CLICK_COMMAND,4772262,14694741,2614932,987,11,12,2,51,1703
11942,"7,02766359411255E+018",1636255438,CLICK_COMMAND,4722454,14666276,4690250,268,8,14,5,5722,59888
11943,"7,02766359841217E+018",1636255439,DYNAMIC,4852061,14936333,3702467,42,15,17,1,2,3324
11944,"7,02766362417699E+018",1636255445,CLICK_COMMAND,4727929,14567025,4563989,987,11,12,2,51,1703
11945,"7,02766367142334E+018",1636255456,CLICK_COMMAND,4834684,14879844,4692588,268,8,14,1,2,3324
11946,"7,02766368430693E+018",1636255459,CLICK_COMMAND,4677058,14940418,3979460,250,11,5,1,7,1712
11947,"7,02766370148745E+018",1636255463,DYNAMIC,4781465,14717409,4352567,408,8,14,1,3,482412
11948,"7,02766375302798E+018",1636255475,DYNAMIC,4747014,14637578,4628455,3506,11,12,1,7,1712
11949,"7,0276638389329E+018",1636255495,CLICK_COMMAND,4718316,14565875,4647982,3334,0,14,1,13,1789
11950,"7,02766385181092E+018",1636255498,DYNAMIC,4680258,14463787,4438773,3137,11,12,1,10,10200
11951,"7,02766387758164E+018",1636255504,DYNAMIC,4799702,14767536,4291409,408,11,12,1,11,38174
11952,"7,02766392053E+018",1636255514,DYNAMIC,4385948,13642694,4249995,3314,8,14,7,2597,87021
11953,"7,02766392482628E+018",1636255515,CLICK_COMMAND,4780852,14716394,4320420,3202,11,12,1,3,94752
11954,"7,02766395489773E+018",1636255522,DYNAMIC,4848717,14926039,3830755,42,6,17,1,7,1712
11955,"7,02766395918772E+018",1636255523,DYNAMIC,4701128,14543843,4429458,1810,11,12,2,51,1703
11956,"7,0276639720799E+018",1636255526,CLICK_COMMAND,4814062,14831465,3357150,2065,15,17,1,7,1712
11957,"7,02766399784177E+018",1636255532,CLICK_COMMAND,3350692,10404670,4311926,3282,6,1,1,7,1712
11958,"7,02766400643085E+018",1636255534,CLICK_COMMAND,4819876,14823456,4628469,268,11,12,2,51,1703
11959,"7,02766401502315E+018",1636255536,CLICK_COMMAND,4687684,14501017,4677545,3506,0,14,1,6,11322
11960,"7,02766403220111E+018",1636255540,CLICK_COMMAND,4122242,12346947,4242603,268,15,17,1,13,96465
11961,"7,0276640536753E+018",1636255545,CLICK_COMMAND,4808729,14828141,4334562,268,30,12,1,1,1027847
11962,"7,02766408373948E+018",1636255552,DYNAMIC,4796739,14785195,4651244,3639,11,12,1,7,1712
11963,"7,02766408803366E+018",1636255553,DYNAMIC,4777473,14716396,4528674,71,8,5,1,9,366244
11964,"7,02766409662503E+018",1636255555,CLICK_COMMAND,4050447,12187813,3881042,268,11,12,2,51,1703
11965,"7,02766410093521E+018",1636255556,DYNAMIC,4069315,12231976,4539534,42,8,14,NULL,NULL,NULL
11966,"7,02766411380346E+018",1636255559,DYNAMIC,4799702,14767536,4291409,408,0,14,1,1,1765
11967,"7,02766411380477E+018",1636255559,DYNAMIC,4762669,14745649,4694474,3137,11,17,7,2590,85168
11968,"7,0276641181E+018",1636255560,CLICK_COMMAND,4732784,14582737,4599678,268,15,17,1,4,38430
11969,"7,02766412239444E+018",1636255561,DYNAMIC,4725947,14567243,4006171,270,30,12,1,14,1028649
11970,"7,02766413528983E+018",1636255564,DYNAMIC,4520813,14060280,4662599,42,0,12,1,2,700890
11971,"7,02766416534562E+018",1636255571,DYNAMIC,4804248,14784585,4284706,250,8,14,1,10,207151
11972,"7,02766418252851E+018",1636255575,DYNAMIC,4848347,14925158,3769573,42,0,12,1,2,3324
11973,"7,02766418682531E+018",1636255576,DYNAMIC,3978680,11978892,2787885,495,11,12,1,10,1769
11974,"7,02766422977236E+018",1636255586,CLICK_COMMAND,4823128,14918825,3972159,268,11,17,1,7,1712
11975,"7,02766425984356E+018",1636255593,DYNAMIC,4722861,14549968,3769567,42,11,12,1,14,32484
11976,"7,02766427271817E+018",1636255596,DYNAMIC,4818304,14819181,3425368,408,11,12,1,10,1769
11977,"7,02766428130974E+018",1636255598,CLICK_COMMAND,3350692,10404670,4311926,3282,7,3,7,2554,72417
11978,"7,02766428130974E+018",1636255598,DYNAMIC,4520832,14056300,4662603,42,0,5,1,1,391562
11979,"7,02766431566784E+018",1636255606,DYNAMIC,4354751,13550408,4386889,241,8,14,1,2,35187
11980,"7,02766434143778E+018",1636255612,DYNAMIC,4844074,14913172,4386889,241,6,5,1,2,35187
11981,"7,02766435002987E+018",1636255614,DYNAMIC,3487637,14527671,4663756,3492,8,14,7,2593,86185
11982,"7,02766437150137E+018",1636255619,CLICK_COMMAND,4734385,14585527,4569224,250,11,12,1,2,42476
11983,"7,02766439727143E+018",1636255625,DYNAMIC,4354751,13550408,4386889,241,8,14,1,2,35187
11984,"7,02766439727261E+018",1636255625,CLICK_COMMAND,3172164,9851033,4427400,3202,15,17,1,6,11322
11985,"7,02766440156797E+018",1636255626,CLICK_COMMAND,4848390,14925492,4701178,270,30,12,1,3,1739
11986,"7,02766450035458E+018",1636255649,DYNAMIC,4762669,14745650,4694473,3137,11,12,2,51,1703
11987,"7,02766450894137E+018",1636255651,CLICK_COMMAND,3350692,10404670,4311903,3282,30,12,1,9,35196
11988,"7,02766451753098E+018",1636255653,DYNAMIC,4799702,14767536,4291409,408,0,14,1,10,1769
11989,"7,02766453471052E+018",1636255657,DYNAMIC,2990612,9381676,3849938,3232,11,6,7,2582,81722
11990,"7,02766459913719E+018",1636255672,DYNAMIC,4834877,14879902,268984,250,11,10,7,5459,82796
11991,"7,02766461202085E+018",1636255675,CLICK_COMMAND,4027834,12147192,4596175,268,11,12,1,2,243483
11992,"7,02766461632584E+018",1636255676,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,10,1769
11993,"7,02766462490699E+018",1636255678,DYNAMIC,4051425,12187810,4429196,1810,8,14,2,45,28892
11994,"7,02766463778954E+018",1636255681,CLICK_COMMAND,4823136,14918818,3939649,268,0,14,1,1,40553
11995,"7,02766464208477E+018",1636255682,DYNAMIC,4799702,14767536,4291409,408,11,12,1,10,1023937
11996,"7,02766465926516E+018",1636255686,CLICK_COMMAND,3459141,10685112,4311926,3282,11,12,1,2,3324
11997,"7,02766478382898E+018",1636255715,DYNAMIC,3998268,13603168,3769574,42,0,12,1,10,207057
11998,"7,02766481389132E+018",1636255722,CLICK_COMMAND,4780883,14716374,4573072,3341,11,12,1,10,95870
11999,"7,02766484394856E+018",1636255729,DYNAMIC,3755621,11415853,4533056,3347,11,12,138,1687,63461
12000,"7,02766486112869E+018",1636255733,DYNAMIC,4850655,14930693,4386889,241,6,5,3,40,40622
12001,"7,02766489548751E+018",1636255741,DYNAMIC,4799702,14770779,4291409,408,0,14,1,2,16057
12002,"7,02766490837307E+018",1636255744,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
12003,"7,02766493414208E+018",1636255750,DYNAMIC,4754121,14658354,3557687,3145,14,17,7,2563,75052
12004,"7,02766494702994E+018",1636255753,CLICK_COMMAND,4834684,14879844,4692588,268,8,5,1,16,1064440
12005,"7,0276649556181E+018",1636255755,CLICK_COMMAND,3270961,14592050,4470281,742,8,14,1,10,207151
12006,"7,02766495991346E+018",1636255756,CLICK_COMMAND,4630752,14324296,4517168,3374,11,12,3,20,4955
12007,"7,02766496850248E+018",1636255758,DYNAMIC,4822048,14938160,4698786,268,11,17,7,5459,82796
12008,"7,0276650028651E+018",1636255766,CLICK_COMMAND,4704373,14586215,3849549,268,11,12,112,1385,62622
12009,"7,02766503722923E+018",1636255774,DYNAMIC,1751723,10420454,4625082,42,11,17,1,7,1712
12010,"7,02766505440628E+018",1636255778,DYNAMIC,4520832,14056300,4662599,42,11,12,1,2,3324
12011,"7,02766509305731E+018",1636255787,DYNAMIC,4781465,14717409,4352567,408,8,14,1,10,2385
12012,"7,02766511882561E+018",1636255793,CLICK_COMMAND,4799307,14765529,3218223,250,8,5,1,10,95855
12013,"7,02766512313362E+018",1636255794,DYNAMIC,4814129,14807324,3830756,42,8,14,1,1,206352
12014,"7,0276651531944E+018",1636255801,CLICK_COMMAND,1497732,5088675,3397658,6,0,6,NULL,NULL,NULL
12015,"7,02766518755466E+018",1636255809,SUBREQUEST_PARENT,1907433,6517918,3769555,42,11,12,1,10,367486
12016,"7,02766521761307E+018",1636255816,DYNAMIC,4717629,14537303,3702467,42,6,17,1,9,364764
12017,"7,02766524337999E+018",1636255822,DYNAMIC,4753006,14654844,4655074,3641,11,12,1,13,2384
12018,"7,02766526485699E+018",1636255828,CLICK_COMMAND,4722434,14664212,4690250,268,11,12,6,1809,65421
12019,"7,02766527774818E+018",1636255830,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,0,1,3,94752
12020,"7,02766528203555E+018",1636255831,CLICK_COMMAND,498678,3477645,2618236,742,11,17,7,2560,73606
12021,"7,02766531640433E+018",1636255839,DYNAMIC,4851390,14933910,3702467,42,11,17,NULL,NULL,NULL
12022,"7,02766535934391E+018",1636255849,DYNAMIC,4733516,14582519,4536992,250,11,12,7,5459,82796
12023,"7,02766540659701E+018",1636255860,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,47,408,48844
12024,"7,02766541949115E+018",1636255863,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,0,1,10,1769
12025,"7,02766547102204E+018",1636255875,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,14,1,10,207089
12026,"7,02766549248777E+018",1636255880,DYNAMIC,4836341,14888571,4386889,241,11,12,1,10,207188
12027,"7,02766549248783E+018",1636255880,DYNAMIC,4793543,14752694,3557686,3145,8,14,7,5459,82796
12028,"7,02766549248921E+018",1636255880,DYNAMIC,4762669,14679228,4697491,3137,11,12,7,2565,75704
12029,"7,02766549250572E+018",1636255880,SUBREQUEST_PARENT,1907433,6517886,3702470,42,15,17,1,10,620051
12030,"7,02766550108603E+018",1636255882,SUBREQUEST_PARENT,1907433,14049735,3769566,42,0,12,1,10,1769
12031,"7,02766550967478E+018",1636255884,DYNAMIC,3487542,14527665,4671153,3492,8,5,7,2554,72613
12032,"7,02766550967655E+018",1636255884,DYNAMIC,4618669,14292865,4403245,111,8,14,1,3,89149
12033,"7,02766552686409E+018",1636255888,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,0,1,9,1783
12034,"7,02766553974368E+018",1636255891,DYNAMIC,4520830,14056282,4662598,42,0,12,1,10,1769
12035,"7,02766556121891E+018",1636255896,DYNAMIC,3304669,10286350,3615785,42,8,14,3,42,1737
12036,"7,02766556551499E+018",1636255897,DYNAMIC,4520832,14060289,4662599,42,11,12,1,13,96465
12037,"7,02766559127673E+018",1636255903,CLICK_COMMAND,4822550,14836643,4699062,270,30,12,1,7,363496
12038,"7,02766559556757E+018",1636255904,CLICK_COMMAND,4808729,14828139,4334562,268,30,12,1,7,363496
12039,"7,02766562134177E+018",1636255910,CLICK_COMMAND,4798526,14905286,4502463,268,11,12,1,7,1712
12040,"7,02766563852065E+018",1636255914,CLICK_COMMAND,4798526,14905286,4502463,268,11,12,1,7,1712
12041,"7,02766565569698E+018",1636255918,CLICK_COMMAND,4847412,14923076,4701111,270,15,17,1,7,1712
12042,"7,02766568576366E+018",1636255925,CLICK_COMMAND,498678,2051711,2618236,742,11,17,1,1,4062
12043,"7,02766575018613E+018",1636255940,SUBREQUEST_PARENT,1907433,14087048,3769572,42,0,12,NULL,NULL,NULL
12044,"7,02766576308172E+018",1636255943,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,16,96950
12045,"7,02766583179018E+018",1636255959,DYNAMIC,4793419,14823322,4644410,71,15,17,1,11,7615
12046,"7,02766583608568E+018",1636255960,DYNAMIC,4819477,14829711,3557697,3145,11,12,1,9,366260
12047,"7,02766584467508E+018",1636255962,DYNAMIC,4671216,14469968,4650220,3637,11,12,1,8,1758
12048,"7,02766588333281E+018",1636255971,CLICK_COMMAND,4772124,14694239,4587260,987,29,12,NULL,NULL,NULL
12049,"7,02766590050979E+018",1636255975,CLICK_COMMAND,498678,2051711,2618236,742,11,17,1,1,4062
12050,"7,02766592198587E+018",1636255980,DYNAMIC,4378437,13618940,4502332,3517,11,12,7,2597,87021
12051,"7,02766592628838E+018",1636255981,DYNAMIC,4520817,14056239,4662599,42,11,12,137,1672,211497
12052,"7,02766603795241E+018",1636256008,DYNAMIC,4762669,14745649,4694474,3137,11,17,2,51,1703
12053,"7,02766604224535E+018",1636256008,CLICK_COMMAND,4823127,14918826,3939649,268,11,5,25,195,46186
12054,"7,0276660637211E+018",1636256013,CLICK_COMMAND,4778856,14712238,4560082,3509,11,12,1,2,3324
12055,"7,02766606801456E+018",1636256014,DYNAMIC,4799702,14770779,4291409,408,11,12,1,7,1712
12056,"7,02766608090156E+018",1636256018,CLICK_COMMAND,4722454,14666276,4690250,268,11,12,5,5711,58835
12057,"7,02766611956236E+018",1636256026,DYNAMIC,4807459,14797042,4521303,3334,11,17,1,10,1046886
12058,"7,02766615821078E+018",1636256035,CLICK_COMMAND,4717980,14597657,3900975,268,11,17,7,2554,72417
12059,"7,02766621404319E+018",1636256048,DYNAMIC,3970031,11954584,4395109,3232,11,17,46,371,47943
12060,"7,02766622263266E+018",1636256051,DYNAMIC,4799702,14767536,4291409,408,11,12,1,15,207495
12061,"7,02766622263444E+018",1636256050,SUBREQUEST_PARENT,1907433,14055981,3769572,42,11,12,1,10,207151
12062,"7,02766626558463E+018",1636256060,CLICK_COMMAND,3628706,11098253,4311926,3282,8,14,1,7,1712
12063,"7,02766628276306E+018",1636256064,CLICK_COMMAND,4722507,14666391,4690250,268,11,12,96,6772,1065652
12064,"7,02766629135188E+018",1636256066,DYNAMIC,3754319,14457508,4528675,71,8,14,1,9,95350
12065,"7,02766629994195E+018",1636256068,DYNAMIC,4849462,14928854,4386889,241,15,17,129,1507,63117
12066,"7,02766632141816E+018",1636256073,CLICK_COMMAND,4722434,14664210,4690250,268,11,12,6,1809,65421
12067,"7,02766632142268E+018",1636256073,DYNAMIC,4848347,14925158,3769576,42,0,0,1,3,94749
12068,"7,02766639013914E+018",1636256090,CLICK_COMMAND,4528162,14073114,4566679,3282,0,14,1,2,206432
12069,"7,02766641161503E+018",1636256095,DYNAMIC,4493190,13957622,4661691,270,11,12,1,10,1769
12070,"7,02766642879064E+018",1636256098,DYNAMIC,4799702,14770779,4291409,408,0,14,1,1,302502
12071,"7,02766647174123E+018",1636256108,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
12072,"7,02766649321705E+018",1636256113,DYNAMIC,4650266,14385678,3039778,250,11,10,7,5459,82796
12073,"7,02766653616783E+018",1636256123,DYNAMIC,4747325,14638628,3781171,42,0,0,5,5683,59353
12074,"7,027666544756E+018",1636256125,DYNAMIC,4687310,14668569,4417304,268,0,0,7,2554,72206
12075,"7,02766654906965E+018",1636256127,DYNAMIC,4665477,14432306,3769554,42,11,12,NULL,NULL,NULL
12076,"7,02766662635979E+018",1636256144,CLICK_COMMAND,4027825,12148990,4596175,268,11,12,1,10,207057
12077,"7,02766663924594E+018",1636256147,CLICK_COMMAND,4722454,14666274,4690250,268,11,12,5,5683,59353
12078,"7,02766664783495E+018",1636256149,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
12079,"7,02766668649123E+018",1636256158,DYNAMIC,4719940,14542285,4691066,250,8,5,1,16,525408
12080,"7,02766671655377E+018",1636256165,DYNAMIC,4744528,14625282,3557686,3145,11,12,1,4,1021341
12081,"7,02766671655436E+018",1636256165,DYNAMIC,4799702,14767536,4291409,408,11,12,1,15,693715
12082,"7,02766673802868E+018",1636256170,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,1769
12083,"7,02766677239071E+018",1636256178,CLICK_COMMAND,3459141,10685112,4311926,3282,11,12,1,7,331097
12084,"7,02766677669066E+018",1636256179,DYNAMIC,4823610,14836588,3769577,42,0,0,1,10,1769
12085,"7,02766678957228E+018",1636256182,CLICK_COMMAND,4064118,12218915,4522547,3334,11,12,1,1,94032
12086,"7,02766679386515E+018",1636256183,DYNAMIC,4794763,14784516,4528675,71,11,15,1,2,3324
12087,"7,02766680245797E+018",1636256185,SUBREQUEST_PARENT,1907433,6517884,3769546,42,15,17,1,2,3324
12088,"7,02766684540607E+018",1636256195,CLICK_COMMAND,4499049,14934239,4660834,270,0,14,1,6,94943
12089,"7,02766690553378E+018",1636256209,DYNAMIC,4617310,14295515,4536926,71,0,12,1,3,1020514
12090,"7,02766700433211E+018",1636256232,SUBREQUEST_PARENT,1907433,14049735,3769566,42,0,12,1,10,10200
12091,"7,0276671374628E+018",1636256263,DYNAMIC,4851316,14933723,2990463,389,30,12,201,5841,318728
12092,"7,0276671374649E+018",1636256263,DYNAMIC,4051425,12187810,4428161,1810,8,14,1,7,1712
12093,"7,02766716752554E+018",1636256270,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,364400
12094,"7,02766720188619E+018",1636256278,DYNAMIC,4684075,14823393,4541604,71,15,16,1,3,1739
12095,"7,02766722336988E+018",1636256283,SUBREQUEST_PARENT,1907433,14049735,3769566,42,0,12,1,1,1765
12096,"7,02766727061989E+018",1636256294,CLICK_COMMAND,4780883,14716369,4573072,3341,11,12,1,10,40201
12097,"7,0276673092723E+018",1636256303,CLICK_COMMAND,4705740,14515279,4573072,3341,11,12,1,9,1783
12098,"7,02766737797913E+018",1636256319,DYNAMIC,4855034,14943859,3557686,3145,11,12,1,10,127816
12099,"7,02766739945351E+018",1636256324,CLICK_COMMAND,3350692,10404670,4311926,3282,8,3,103,6502,57081
12100,"7,02766741663331E+018",1636256328,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
12101,"7,02766741663456E+018",1636256328,DYNAMIC,4719691,14552450,3557687,3145,11,10,7,5459,82796
12102,"7,02766745100708E+018",1636256336,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,1,1765
12103,"7,02766747248348E+018",1636256341,SUBREQUEST_PARENT,1907433,6517883,3769543,42,15,17,1,13,207337
12104,"7,02766751541959E+018",1636256351,DYNAMIC,4781465,14717409,4352567,408,0,14,1,2,94571
12105,"7,02766751971345E+018",1636256352,DYNAMIC,3542072,14280753,4600820,742,6,10,7,5459,82796
12106,"7,02766752831334E+018",1636256354,DYNAMIC,4847858,14924388,4591165,3509,0,14,1,2,526100
12107,"7,027667541193E+018",1636256357,SUBREQUEST_PARENT,1907433,14055987,3769575,42,0,0,1,15,7612
12108,"7,02766757554795E+018",1636256365,DYNAMIC,4798602,14764474,4420431,3317,30,12,2,51,1703
12109,"7,02766763567691E+018",1636256379,DYNAMIC,4520817,14056239,4662599,42,11,12,1,1,39946
12110,"7,02766765285717E+018",1636256383,CLICK_COMMAND,1025513,4318812,2904239,3011,11,5,7,2597,87021
12111,"7,02766767003946E+018",1636256387,CLICK_COMMAND,4772381,14787742,4569755,268,28,12,1,9,38325
12112,"7,02766767434937E+018",1636256389,DYNAMIC,4520813,14056211,4662598,42,0,12,1,10,207151
12113,"7,02766768292194E+018",1636256390,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,207057
12114,"7,02766768292384E+018",1636256390,DYNAMIC,4473881,14499981,4644479,268,8,5,1,11,1084368
12115,"7,02766773016625E+018",1636256401,CLICK_COMMAND,4828130,14860997,4599678,268,11,12,1,7,1712
12116,"7,02766774305286E+018",1636256404,DYNAMIC,4799851,14831369,4502345,3447,30,12,1,3,1739
12117,"7,02766776452717E+018",1636256409,DYNAMIC,4844065,14915604,4679303,7172,11,17,2,51,1703
12118,"7,02766781177129E+018",1636256420,DYNAMIC,4855054,14943902,4386889,241,11,6,1,2,42476
12119,"7,02766790196494E+018",1636256441,CLICK_COMMAND,4528162,14073114,4566679,3282,0,14,1,13,1789
12120,"7,02766793632658E+018",1636256450,DYNAMIC,4722496,14666432,4690394,268,8,14,96,6771,56069
12121,"7,02766796209652E+018",1636256455,CLICK_COMMAND,4743804,14760445,2982629,270,30,12,17,2733,1064559
12122,"7,02766796638919E+018",1636256456,CLICK_COMMAND,4780562,14752372,4376410,268,30,12,17,2733,1064559
12123,"7,02766798357024E+018",1636256460,DYNAMIC,4492824,14649633,3974824,270,11,12,7,2552,71301
12124,"7,02766800934811E+018",1636256467,CLICK_COMMAND,4064435,12218894,4522547,3334,11,12,1,16,2383
12125,"7,02766801792991E+018",1636256468,DYNAMIC,4773866,14698174,3796928,3220,11,12,2,51,1703
12126,"7,0276680222296E+018",1636256469,DYNAMIC,4833802,14872527,4416224,42,8,14,1,10,95805
12127,"7,02766803510978E+018",1636256472,DYNAMIC,3511746,14872487,4539534,42,8,14,NULL,NULL,NULL
12128,"7,02766803940973E+018",1636256473,CLICK_COMMAND,4780883,14716374,4573072,3341,11,12,1,10,1769
12129,"7,02766804800157E+018",1636256475,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,1,10,207109
12130,"7,02766805658554E+018",1636256477,CLICK_COMMAND,4772124,14694239,4587260,987,30,12,2,51,1703
12131,"7,02766806088103E+018",1636256478,CLICK_COMMAND,4722443,14665488,4690250,268,11,12,89,1002,55897
12132,"7,02766807805972E+018",1636256482,CLICK_COMMAND,4050470,12187721,3881041,268,11,12,1,9,206794
12133,"7,02766812960896E+018",1636256494,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,3,1739
12134,"7,02766814677893E+018",1636256498,CLICK_COMMAND,4487389,14112065,4376410,268,0,0,105,1181,56865
12135,"7,02766560416485E+018",1636255906,DYNAMIC,4520813,14056211,4662598,42,11,12,1,6,11322
12136,"7,0276656170451E+018",1636255909,CLICK_COMMAND,4093287,14507798,4320420,3202,11,12,1,10,1769
12137,"7,02766562133974E+018",1636255910,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
12138,"7,02766563852386E+018",1636255914,DYNAMIC,4747014,14637578,4628455,3506,11,12,1,6,11322
12139,"7,02766564710757E+018",1636255916,CLICK_COMMAND,3350692,10404670,4311926,3282,6,17,1,10,207097
12140,"7,02766565999405E+018",1636255919,CLICK_COMMAND,4027816,12147223,4596175,268,11,12,1,6,11322
12141,"7,02766569865845E+018",1636255928,DYNAMIC,4844427,14913912,3582595,42,6,10,1,9,89196
12142,"7,02766570294221E+018",1636255929,CLICK_COMMAND,4726498,14798037,4679305,268,11,12,5,5713,58353
12143,"7,02766570294241E+018",1636255929,DYNAMIC,4793281,14751891,4256585,408,0,14,1,10,7607
12144,"7,02766571582803E+018",1636255932,DYNAMIC,4799702,14767536,4291409,408,11,12,1,1,1742
12145,"7,02766572442105E+018",1636255934,DYNAMIC,4084713,14591191,3769582,42,6,17,1,6,367257
12146,"7,02766579743215E+018",1636255951,CLICK_COMMAND,3483904,10748160,4311926,3282,11,12,1,3,482412
12147,"7,02766580172653E+018",1636255952,DYNAMIC,4848033,14925177,3557697,3145,11,12,1,10,1710
12148,"7,02766581032629E+018",1636255954,DYNAMIC,4850468,14930319,4498627,42,11,12,NULL,NULL,NULL
12149,"7,02766583608626E+018",1636255960,CLICK_COMMAND,3350692,10404670,4311926,3282,11,17,1,10,207097
12150,"7,02766587474182E+018",1636255969,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
12151,"7,02766589192359E+018",1636255973,CLICK_COMMAND,3350692,10404670,4311926,3282,8,5,1,13,1789
12152,"7,02766589621554E+018",1636255974,CLICK_COMMAND,4843838,14936355,4701958,270,8,14,1,2,755949
12153,"7,02766590480646E+018",1636255976,CLICK_COMMAND,4814218,14807585,4219145,250,6,5,1,7,1712
12154,"7,02766591339672E+018",1636255978,CLICK_COMMAND,3353521,10408898,4311926,3282,8,14,1,10,1769
12155,"7,02766598640933E+018",1636255995,CLICK_COMMAND,4743804,14852339,2982629,270,30,12,1,10,1780
12156,"7,02766601217973E+018",1636256001,DYNAMIC,4547956,14115200,3849937,3232,11,12,7,2552,71301
12157,"7,0276660336543E+018",1636256006,CLICK_COMMAND,3350692,10404670,4311926,3282,11,17,1,10,207097
12158,"7,02766603795825E+018",1636256007,DYNAMIC,4851390,14933910,3702467,42,11,17,NULL,NULL,NULL
12159,"7,02766606372065E+018",1636256013,CLICK_COMMAND,4795231,14756821,4663091,3578,6,16,7,2597,87021
12160,"7,02766607660398E+018",1636256016,CLICK_COMMAND,4823127,14918826,3939649,268,11,5,7,2590,85168
12161,"7,02766615391404E+018",1636256034,DYNAMIC,4668023,14439346,4650213,3637,11,6,7,2598,87751
12162,"7,02766615821058E+018",1636256035,CLICK_COMMAND,3353521,10408898,4311926,3282,8,14,7,2554,72229
12163,"7,02766616680642E+018",1636256037,DYNAMIC,4705137,14513263,4289120,4711,11,12,1,13,2384
12164,"7,02766617109909E+018",1636256038,DYNAMIC,4520830,14056288,4662599,42,11,12,1,7,94960
12165,"7,02766622263273E+018",1636256050,DYNAMIC,4794569,14756190,3557686,3145,11,12,1,1,1765
12166,"7,02766624410875E+018",1636256055,CLICK_COMMAND,4718191,14542113,4364787,268,30,12,1,7,1712
12167,"7,02766625269835E+018",1636256057,DYNAMIC,4762665,14707259,4655240,3642,15,17,1,4,1020846
12168,"7,02766626987816E+018",1636256061,DYNAMIC,4314091,13449890,4646505,3327,8,5,1,9,1783
12169,"7,02766626988013E+018",1636256061,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
12170,"7,02766630423691E+018",1636256069,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
12171,"7,02766633001694E+018",1636256075,SUBREQUEST_PARENT,1907433,6517918,3769555,42,11,12,1,10,207057
12172,"7,02766640733369E+018",1636256093,SUBREQUEST_PARENT,1907433,6517921,3769553,42,11,12,NULL,NULL,NULL
12173,"7,02766641161247E+018",1636256095,DYNAMIC,3991169,12042151,4502334,3517,11,6,7,2598,87751
12174,"7,02766642450865E+018",1636256098,DYNAMIC,4803918,14783593,3769545,42,15,17,1,4,1023854
12175,"7,02766642879188E+018",1636256098,CLICK_COMMAND,4660100,14419558,4650535,3391,11,12,1,12,89226
12176,"7,02766646315339E+018",1636256106,DYNAMIC,4724528,14555279,3322979,2046,8,14,2,51,1703
12177,"7,02766647174739E+018",1636256108,CLICK_COMMAND,4185897,13107603,4627469,3506,0,14,1,2,525759
12178,"7,02766650610942E+018",1636256116,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,7,1712
12179,"7,02766650611584E+018",1636256116,SUBREQUEST_PARENT,1907433,6517883,3769543,42,15,17,1,12,33549
12180,"7,02766651469077E+018",1636256118,DYNAMIC,4812705,14804873,4386889,241,11,12,1,2,3324
12181,"7,02766652757489E+018",1636256121,DYNAMIC,4818358,14819225,3702467,42,15,17,1,2,11837
12182,"7,02766652759029E+018",1636256121,SUBREQUEST_PARENT,1907433,6517886,3702470,42,11,17,1,1,1021080
12183,"7,02766656193613E+018",1636256129,DYNAMIC,4799702,14767536,4291409,408,0,14,1,10,1769
12184,"7,02766656623051E+018",1636256130,DYNAMIC,1751452,8592961,3593408,42,11,12,1,11,694743
12185,"7,02766661348039E+018",1636256141,CLICK_COMMAND,3459141,10685112,4311926,3282,11,12,1,10,1025121
12186,"7,0276666392441E+018",1636256147,DYNAMIC,4822049,14913047,4698788,268,11,12,7,5459,82796
